Steps out_loss reg_loss point_loss train_accuracy time memory
6056 0.060 20.080 0.710 0.98 1456.80 4305.7
6057 0.076 20.080 0.655 0.97 1456.95 4305.7
6058 0.066 20.080 0.666 0.98 1457.09 4305.7
6059 0.100 20.080 0.618 0.97 1457.23 4305.7
6060 0.075 20.080 0.631 0.97 1457.36 4305.7
6061 0.102 20.080 0.788 0.97 1457.44 4305.7
6063 0.081 20.080 0.667 0.97 1459.36 4305.7
6064 0.084 20.080 0.672 0.97 1459.49 4305.7
6065 0.089 20.080 0.662 0.97 1459.64 4305.7
6066 0.081 20.080 0.715 0.97 1459.78 4305.7
6067 0.107 20.080 0.644 0.96 1459.90 4305.7
6068 0.080 20.080 0.669 0.97 1460.03 4305.7
6069 0.080 20.080 0.639 0.97 1460.16 4305.7
6070 0.065 20.080 0.692 0.98 1460.30 4305.7
6071 0.088 20.080 0.697 0.97 1460.45 4305.7
6072 0.078 20.080 0.643 0.97 1460.60 4305.7
6073 0.079 20.080 0.670 0.97 1460.74 4305.7
6074 0.082 20.080 0.646 0.97 1460.88 4305.7
6075 0.099 20.080 0.691 0.96 1461.02 4305.7
6076 0.085 20.080 0.695 0.97 1461.16 4305.7
6078 0.087 20.080 0.674 0.97 1463.10 4305.7
6079 0.073 20.080 0.685 0.97 1463.23 4305.7
6080 0.088 20.080 0.704 0.97 1463.37 4305.7
6081 0.091 20.080 0.652 0.96 1463.50 4305.7
6082 0.097 20.080 0.672 0.96 1463.64 4305.7
6083 0.069 20.080 0.654 0.98 1463.78 4305.7
6084 0.097 20.080 0.653 0.96 1463.92 4305.7
6085 0.082 20.080 0.726 0.97 1464.05 4305.7
6086 0.077 20.080 0.692 0.97 1464.18 4305.7
6087 0.066 20.080 0.650 0.98 1464.33 4305.7
6088 0.121 20.080 0.623 0.96 1464.47 4305.7
6089 0.064 20.080 0.685 0.98 1464.62 4305.7
6090 0.075 20.080 0.622 0.97 1464.75 4305.7
6091 0.066 20.080 0.696 0.97 1464.90 4305.7
6093 0.056 20.080 0.684 0.98 1466.80 4305.7
6094 0.109 20.080 0.671 0.96 1466.94 4305.7
6095 0.080 20.080 0.696 0.97 1467.07 4305.7
6096 0.119 20.080 0.659 0.95 1467.21 4305.7
6097 0.083 20.080 0.630 0.97 1467.37 4305.7
6098 0.080 20.080 0.681 0.97 1467.50 4305.7
6099 0.066 20.080 0.670 0.98 1467.62 4305.7
6100 0.085 20.080 0.636 0.97 1467.76 4305.7
6101 0.068 20.080 0.677 0.98 1467.91 4305.7
6102 0.106 20.080 0.652 0.96 1468.06 4305.7
6103 0.064 20.080 0.705 0.98 1468.20 4305.7
6104 0.084 20.080 0.747 0.97 1468.32 4305.7
6105 0.083 20.080 0.680 0.97 1468.43 4305.7
6106 0.080 20.080 0.644 0.97 1468.59 4305.7
6107 0.134 20.080 0.937 0.95 1468.67 4305.7
6109 0.057 20.080 0.679 0.98 1470.62 4305.7
6110 0.058 20.080 0.651 0.98 1470.77 4305.7
6111 0.077 20.080 0.701 0.97 1470.92 4305.7
6112 0.092 20.080 0.690 0.97 1471.04 4305.7
6113 0.139 20.080 0.689 0.95 1471.16 4305.7
6114 0.101 20.080 0.652 0.96 1471.31 4305.7
6115 0.073 20.080 0.630 0.97 1471.44 4305.7
6116 0.090 20.080 0.643 0.96 1471.57 4305.7
6117 0.075 20.080 0.695 0.97 1471.70 4305.7
6118 0.066 20.080 0.737 0.97 1471.83 4305.7
6119 0.098 20.080 0.635 0.97 1471.97 4305.7
6120 0.114 20.080 0.661 0.96 1472.11 4305.7
6121 0.075 20.080 0.703 0.97 1472.26 4305.7
6122 0.079 20.080 0.663 0.97 1472.41 4305.7
6123 0.074 20.080 0.707 0.97 1472.50 4305.7
6125 0.075 20.080 0.697 0.97 1474.44 4305.7
6126 0.072 20.080 0.656 0.98 1474.59 4305.7
6127 0.087 20.080 0.682 0.96 1474.72 4305.7
6128 0.072 20.080 0.662 0.97 1474.86 4305.7
6129 0.099 20.080 0.685 0.96 1474.98 4305.7
6130 0.088 20.080 0.682 0.97 1475.12 4305.7
6131 0.089 20.080 0.641 0.97 1475.28 4305.7
6132 0.075 20.080 0.650 0.97 1475.42 4305.7
6133 0.065 20.080 0.741 0.98 1475.57 4305.7
6134 0.067 20.080 0.674 0.98 1475.69 4305.7
6135 0.079 20.080 0.655 0.97 1475.83 4305.7
6136 0.096 20.080 0.675 0.96 1475.98 4305.7
6137 0.112 20.080 0.630 0.96 1476.11 4305.7
6138 0.073 20.080 0.679 0.98 1476.24 4305.7
6140 0.059 20.080 0.672 0.98 1478.18 4305.7
6141 0.071 20.080 0.682 0.97 1478.33 4305.7
6142 0.075 20.080 0.658 0.97 1478.51 4305.7
6143 0.081 20.080 0.676 0.97 1478.66 4305.7
6144 0.088 20.080 0.685 0.97 1478.78 4305.7
6145 0.072 20.080 0.681 0.97 1478.93 4305.7
6146 0.109 20.080 0.667 0.96 1479.05 4305.7
6147 0.103 20.080 0.648 0.96 1479.19 4305.7
6148 0.072 20.080 0.653 0.97 1479.32 4305.7
6149 0.062 20.080 0.689 0.98 1479.44 4305.7
6150 0.097 20.080 0.651 0.96 1479.59 4305.7
6151 0.087 20.080 0.664 0.97 1479.74 4305.7
6152 0.087 20.080 0.692 0.96 1479.86 4305.7
6153 0.095 20.080 0.669 0.96 1480.00 4305.7
6154 0.129 20.080 0.929 0.95 1480.06 4305.7
6156 0.087 20.080 0.712 0.96 1481.95 4305.7
6157 0.104 20.080 0.662 0.96 1482.09 4305.7
6158 0.082 20.080 0.648 0.97 1482.25 4305.7
6159 0.073 20.080 0.628 0.97 1482.39 4305.7
6160 0.074 20.080 0.656 0.97 1482.53 4305.7
6161 0.087 20.080 0.662 0.97 1482.67 4305.7
6162 0.111 20.080 0.679 0.96 1482.82 4305.7
6163 0.094 20.080 0.692 0.96 1482.97 4305.7
6164 0.078 20.080 0.680 0.97 1483.11 4305.7
6165 0.067 20.080 0.679 0.97 1483.24 4305.7
6166 0.085 20.080 0.671 0.97 1483.38 4305.7
6167 0.073 20.080 0.713 0.97 1483.52 4305.7
6168 0.071 20.080 0.664 0.97 1483.66 4305.7
6169 0.073 20.080 0.670 0.97 1483.79 4305.7
6171 0.115 20.080 0.626 0.96 1485.74 4305.7
6172 0.121 20.080 0.717 0.96 1485.89 4305.7
6173 0.086 20.080 0.634 0.97 1486.01 4305.7
6174 0.069 20.080 0.659 0.97 1486.16 4305.7
6175 0.072 20.080 0.658 0.97 1486.29 4305.7
6176 0.056 20.080 0.694 0.98 1486.42 4305.7
6177 0.056 20.080 0.698 0.98 1486.56 4305.7
6178 0.086 20.080 0.631 0.97 1486.69 4305.7
6179 0.069 20.080 0.670 0.97 1486.83 4305.7
6180 0.088 20.080 0.653 0.97 1486.98 4305.7
6181 0.088 20.080 0.695 0.97 1487.13 4305.7
6182 0.069 20.080 0.661 0.98 1487.25 4305.7
6183 0.094 20.080 0.652 0.96 1487.40 4305.7
6184 0.091 20.080 0.687 0.97 1487.55 4305.7
6185 0.124 20.080 0.867 0.96 1487.62 4305.7
6187 0.098 20.080 0.631 0.96 1490.70 4306.0
6188 0.084 20.080 0.657 0.97 1490.83 4306.0
6189 0.095 20.080 0.650 0.96 1490.96 4306.0
6190 0.084 20.080 0.666 0.97 1491.11 4306.0
6191 0.079 20.080 0.654 0.97 1491.25 4306.0
6192 0.070 20.080 0.670 0.98 1491.37 4306.0
6193 0.099 20.080 0.663 0.96 1491.52 4306.0
6194 0.093 20.080 0.705 0.96 1491.67 4306.0
6195 0.077 20.080 0.667 0.97 1491.80 4306.0
6196 0.073 20.080 0.663 0.97 1491.96 4306.0
6197 0.061 20.080 0.744 0.98 1492.10 4306.0
6198 0.086 20.080 0.684 0.97 1492.23 4306.0
6199 0.083 20.080 0.658 0.97 1492.37 4306.0
6200 0.092 20.080 0.657 0.97 1492.51 4306.0
6202 0.067 20.080 0.630 0.97 1494.44 4306.0
6203 0.060 20.080 0.658 0.98 1494.61 4306.0
6204 0.081 20.080 0.739 0.96 1494.73 4306.0
6205 0.086 20.080 0.657 0.96 1494.88 4306.0
6206 0.089 20.080 0.705 0.97 1495.03 4306.0
6207 0.085 20.080 0.708 0.97 1495.17 4306.0
6208 0.066 20.080 0.674 0.98 1495.30 4306.0
6209 0.088 20.080 0.682 0.97 1495.44 4306.0
6210 0.084 20.080 0.687 0.97 1495.60 4306.0
6211 0.072 20.080 0.703 0.97 1495.73 4306.0
6212 0.084 20.080 0.617 0.97 1495.87 4306.0
6213 0.106 20.080 0.619 0.96 1496.02 4306.0
6214 0.095 20.080 0.653 0.96 1496.17 4306.0
6215 0.102 20.080 0.670 0.96 1496.29 4306.0
6217 0.076 20.080 0.679 0.97 1498.22 4306.0
6218 0.081 20.080 0.707 0.97 1498.34 4306.0
6219 0.079 20.080 0.680 0.97 1498.49 4306.0
6220 0.082 20.080 0.656 0.97 1498.63 4306.0
6221 0.071 20.080 0.671 0.97 1498.77 4306.0
6222 0.075 20.080 0.699 0.97 1498.92 4306.0
6223 0.084 20.080 0.662 0.97 1499.07 4306.0
6224 0.106 20.080 0.656 0.96 1499.21 4306.0
6225 0.068 20.080 0.682 0.98 1499.33 4306.0
6226 0.109 20.080 0.652 0.96 1499.47 4306.0
6227 0.120 20.080 0.623 0.96 1499.61 4306.0
6228 0.066 20.080 0.684 0.98 1499.75 4306.0
6229 0.081 20.080 0.701 0.97 1499.88 4306.0
6230 0.075 20.080 0.687 0.97 1500.02 4306.0
6232 0.069 20.080 0.674 0.97 1501.98 4306.0
6233 0.107 20.080 0.691 0.96 1502.14 4306.0
6234 0.079 20.080 0.632 0.97 1502.27 4306.0
6235 0.131 20.080 0.635 0.95 1502.42 4306.0
6236 0.096 20.080 0.648 0.97 1502.56 4306.0
6237 0.088 20.080 0.682 0.97 1502.71 4306.0
6238 0.077 20.080 0.675 0.97 1502.84 4306.0
6239 0.100 20.080 0.840 0.96 1502.96 4306.0
6240 0.073 20.080 0.694 0.98 1503.10 4306.0
6241 0.089 20.080 0.631 0.97 1503.25 4306.0
6242 0.072 20.080 0.688 0.97 1503.38 4306.0
6243 0.080 20.080 0.675 0.97 1503.51 4306.0
6244 0.083 20.080 0.688 0.97 1503.64 4306.0
6245 0.078 20.080 0.636 0.97 1503.79 4306.0
6247 0.084 20.080 0.646 0.97 1505.72 4306.0
6248 0.059 20.080 0.677 0.98 1505.85 4306.0
6249 0.095 20.080 0.642 0.97 1506.00 4306.0
6250 0.078 20.080 0.688 0.97 1506.16 4306.0
6251 0.090 20.080 0.734 0.96 1506.29 4306.0
6252 0.094 20.080 0.651 0.97 1506.45 4306.0
6253 0.064 20.080 0.689 0.98 1506.59 4306.0
6254 0.091 20.080 0.648 0.97 1506.75 4306.0
6255 0.064 20.080 0.689 0.98 1506.90 4306.0
6256 0.092 20.080 0.664 0.96 1507.04 4306.0
6257 0.090 20.080 0.637 0.97 1507.18 4306.0
6258 0.072 20.080 0.640 0.97 1507.32 4306.0
6259 0.074 20.080 0.698 0.98 1507.45 4306.0
6260 0.082 20.080 0.633 0.97 1507.55 4306.0
6262 0.087 20.080 0.733 0.97 1509.47 4306.0
6263 0.089 20.080 0.643 0.97 1509.60 4306.0
6264 0.099 20.080 0.662 0.96 1509.76 4306.0
6265 0.071 20.080 0.655 0.98 1509.90 4306.0
6266 0.090 20.080 0.665 0.97 1510.03 4306.0
6267 0.075 20.080 0.651 0.97 1510.19 4306.0
6268 0.080 20.080 0.701 0.97 1510.32 4306.0
6269 0.082 20.080 0.645 0.97 1510.46 4306.0
6270 0.067 20.080 0.712 0.97 1510.60 4306.0
6271 0.079 20.080 0.635 0.97 1510.74 4306.0
6272 0.058 20.080 0.658 0.98 1510.89 4306.0
6273 0.077 20.080 0.692 0.97 1511.03 4306.0
6274 0.082 20.080 0.715 0.97 1511.17 4306.0
6275 0.094 20.080 0.639 0.97 1511.29 4306.0
6277 0.085 20.080 0.649 0.97 1513.21 4306.0
6278 0.072 20.080 0.633 0.97 1513.35 4306.0
6279 0.075 20.080 0.672 0.97 1513.48 4306.0
6280 0.090 20.080 0.675 0.96 1513.64 4306.0
6281 0.095 20.080 0.654 0.96 1513.77 4306.0
6282 0.060 20.080 0.648 0.98 1513.88 4306.0
6283 0.101 20.080 0.620 0.96 1514.02 4306.0
6284 0.103 20.080 0.661 0.96 1514.16 4306.0
6285 0.089 20.080 0.665 0.96 1514.30 4306.0
6286 0.082 20.080 0.665 0.97 1514.45 4306.0
6287 0.086 20.080 0.746 0.97 1514.60 4306.0
6288 0.078 20.080 0.697 0.97 1514.75 4306.0
6289 0.072 20.080 0.695 0.97 1514.90 4306.0
6290 0.069 20.080 0.673 0.97 1515.03 4306.0
6292 0.070 20.080 0.707 0.97 1517.00 4306.0
6293 0.096 20.080 0.696 0.97 1517.15 4306.0
6294 0.092 20.080 0.692 0.96 1517.30 4306.0
6295 0.079 20.080 0.647 0.97 1517.43 4306.0
6296 0.070 20.080 0.667 0.97 1517.57 4306.0
6297 0.088 20.080 0.647 0.97 1517.72 4306.0
6298 0.075 20.080 0.662 0.97 1517.87 4306.0
6299 0.075 20.080 0.646 0.98 1518.01 4306.0
6300 0.072 20.080 0.647 0.98 1518.14 4306.0
6301 0.119 20.080 0.637 0.96 1518.30 4306.0
6302 0.069 20.080 0.681 0.98 1518.44 4306.0
6303 0.078 20.080 0.646 0.97 1518.57 4306.0
6304 0.069 20.080 0.683 0.98 1518.72 4306.0
6305 0.091 20.080 0.780 0.96 1518.82 4306.0
6307 0.079 20.080 0.653 0.97 1520.77 4306.0
6308 0.098 20.080 0.645 0.96 1520.92 4306.0
6309 0.076 20.080 0.678 0.97 1521.05 4306.0
6310 0.097 20.080 0.653 0.96 1521.18 4306.0
6311 0.063 20.080 0.666 0.98 1521.33 4306.0
6312 0.103 20.080 0.702 0.96 1521.47 4306.0
6313 0.061 20.080 0.685 0.98 1521.59 4306.0
6314 0.084 20.080 0.671 0.97 1521.74 4306.0
6315 0.106 20.080 0.647 0.96 1521.87 4306.0
6316 0.074 20.080 0.714 0.97 1522.01 4306.0
6317 0.060 20.080 0.638 0.98 1522.13 4306.0
6318 0.099 20.080 0.634 0.96 1522.26 4306.0
6319 0.072 20.080 0.641 0.97 1522.39 4306.0
6320 0.088 20.080 0.674 0.97 1522.53 4306.0
6321 0.109 20.080 0.859 0.96 1522.60 4306.0
6323 0.068 20.080 0.696 0.98 1524.53 4306.0
6324 0.090 20.080 0.625 0.97 1524.67 4306.0
6325 0.099 20.080 0.679 0.96 1524.81 4306.0
6326 0.070 20.080 0.661 0.97 1524.96 4306.0
6327 0.074 20.080 0.659 0.97 1525.10 4306.0
6328 0.079 20.080 0.686 0.97 1525.23 4306.0
6329 0.092 20.080 0.631 0.96 1525.35 4306.0
6330 0.073 20.080 0.655 0.97 1525.51 4306.0
6331 0.090 20.080 0.708 0.97 1525.64 4306.0
6332 0.072 20.080 0.691 0.97 1525.78 4306.0
6333 0.078 20.080 0.653 0.97 1525.90 4306.0
6334 0.080 20.080 0.691 0.97 1526.04 4306.0
6335 0.091 20.080 0.637 0.97 1526.17 4306.0
6336 0.066 20.080 0.657 0.97 1526.30 4306.0
6337 0.089 20.080 0.667 0.97 1526.40 4306.0
6339 0.136 20.080 0.673 0.95 1528.33 4306.0
6340 0.068 20.080 0.694 0.97 1528.45 4306.0
6341 0.113 20.080 0.668 0.96 1528.59 4306.0
6342 0.091 20.080 0.639 0.97 1528.72 4306.0
6343 0.084 20.080 0.660 0.97 1528.84 4306.0
6344 0.098 20.080 0.709 0.96 1528.98 4306.0
6345 0.089 20.080 0.658 0.97 1529.13 4306.0
6346 0.075 20.080 0.765 0.98 1529.24 4306.0
6347 0.087 20.080 0.629 0.97 1529.38 4306.0
6348 0.068 20.080 0.685 0.97 1529.53 4306.0
6349 0.066 20.080 0.697 0.97 1529.66 4306.0
6350 0.079 20.080 0.663 0.97 1529.80 4306.0
6351 0.067 20.080 0.720 0.97 1529.94 4306.0
6352 0.101 20.080 0.666 0.96 1530.06 4306.0
6353 0.098 20.080 0.646 0.96 1530.17 4306.0
6355 0.066 20.080 0.639 0.98 1532.12 4306.0
6356 0.102 20.080 0.700 0.96 1532.25 4306.0
6357 0.071 20.080 0.657 0.97 1532.41 4306.0
6358 0.090 20.080 0.675 0.97 1532.55 4306.0
6359 0.062 20.080 0.684 0.98 1532.69 4306.0
6360 0.080 20.080 0.669 0.97 1532.83 4306.0
6361 0.082 20.080 0.671 0.97 1532.97 4306.0
6362 0.109 20.080 0.645 0.96 1533.12 4306.0
6363 0.089 20.080 0.694 0.97 1533.27 4306.0
6364 0.066 20.080 0.699 0.97 1533.41 4306.0
6365 0.080 20.080 0.674 0.97 1533.57 4306.0
6366 0.083 20.080 0.722 0.97 1533.69 4306.0
6367 0.088 20.080 0.670 0.97 1533.84 4306.0
6368 0.069 20.080 0.650 0.98 1533.91 4306.0
6370 0.109 20.080 0.678 0.96 1535.85 4306.0
6371 0.120 20.080 0.671 0.95 1536.00 4306.0
6372 0.062 20.080 0.647 0.98 1536.14 4306.0
6373 0.069 20.080 0.686 0.97 1536.27 4306.0
6374 0.057 20.080 0.682 0.98 1536.40 4306.0
6375 0.075 20.080 0.640 0.97 1536.54 4306.0
6376 0.085 20.080 0.724 0.97 1536.69 4306.0
6377 0.096 20.080 0.643 0.96 1536.83 4306.0
6378 0.097 20.080 0.686 0.96 1536.95 4306.0
6379 0.090 20.080 0.626 0.97 1537.09 4306.0
6380 0.076 20.080 0.733 0.97 1537.22 4306.0
6381 0.075 20.080 0.675 0.97 1537.36 4306.0
6382 0.085 20.080 0.636 0.97 1537.51 4306.0
6383 0.079 20.080 0.680 0.97 1537.64 4306.0
6384 0.073 20.080 0.698 0.97 1537.71 4306.0
6386 0.078 20.080 0.730 0.97 1539.68 4306.0
6387 0.069 20.080 0.650 0.97 1539.82 4306.0
6388 0.107 20.080 0.677 0.96 1539.97 4306.0
6389 0.096 20.080 0.662 0.97 1540.10 4306.0
6390 0.081 20.080 0.698 0.97 1540.25 4306.0
6391 0.080 20.080 0.638 0.97 1540.38 4306.0
6392 0.090 20.080 0.700 0.96 1540.52 4306.0
6393 0.061 20.080 0.678 0.98 1540.65 4306.0
6394 0.090 20.080 0.669 0.97 1540.80 4306.0
6395 0.077 20.080 0.648 0.97 1540.94 4306.0
6396 0.071 20.080 0.675 0.97 1541.09 4306.0
6397 0.081 20.080 0.688 0.97 1541.23 4306.0
6398 0.077 20.080 0.683 0.97 1541.37 4306.0
6399 0.070 20.080 0.678 0.97 1541.51 4306.0
6401 0.079 20.080 0.683 0.97 1543.46 4306.0
6402 0.073 20.080 0.689 0.97 1543.61 4306.0
6403 0.090 20.080 0.678 0.96 1543.75 4306.0
6404 0.070 20.080 0.716 0.97 1543.90 4306.0
6405 0.067 20.080 0.659 0.97 1544.05 4306.0
6406 0.086 20.080 0.717 0.97 1544.19 4306.0
6407 0.080 20.080 0.664 0.97 1544.32 4306.0
6408 0.125 20.080 0.680 0.95 1544.44 4306.0
6409 0.094 20.080 0.616 0.97 1544.58 4306.0
6410 0.090 20.080 0.656 0.97 1544.72 4306.0
6411 0.078 20.080 0.673 0.97 1544.86 4306.0
6412 0.075 20.080 0.644 0.97 1545.00 4306.0
6413 0.090 20.080 0.670 0.97 1545.13 4306.0
6414 0.092 20.080 0.684 0.97 1545.27 4306.0
6415 0.078 20.080 0.859 0.97 1545.33 4306.0
6417 0.075 20.080 0.686 0.97 1547.28 4306.0
6418 0.091 20.080 0.666 0.97 1547.42 4306.0
6419 0.086 20.080 0.646 0.97 1547.56 4306.0
6420 0.083 20.080 0.660 0.97 1547.71 4306.0
6421 0.075 20.080 0.624 0.97 1547.86 4306.0
6422 0.082 20.080 0.658 0.97 1547.99 4306.0
6423 0.130 20.080 0.721 0.95 1548.12 4306.0
6424 0.082 20.080 0.638 0.97 1548.25 4306.0
6425 0.074 20.080 0.692 0.98 1548.40 4306.0
6426 0.079 20.080 0.738 0.97 1548.54 4306.0
6427 0.085 20.080 0.691 0.97 1548.68 4306.0
6428 0.077 20.080 0.741 0.97 1548.81 4306.0
6429 0.061 20.080 0.686 0.98 1548.94 4306.0
6430 0.070 20.080 0.657 0.97 1549.07 4306.0
6431 0.056 20.080 0.785 0.98 1549.14 4306.0
6433 0.087 20.080 0.657 0.97 1551.08 4306.0
6434 0.075 20.080 0.694 0.97 1551.22 4306.0
6435 0.122 20.080 0.735 0.95 1551.35 4306.0
6436 0.094 20.080 0.712 0.96 1551.48 4306.0
6437 0.068 20.080 0.670 0.98 1551.62 4306.0
6438 0.094 20.080 0.688 0.97 1551.76 4306.0
6439 0.083 20.080 0.656 0.97 1551.89 4306.0
6440 0.074 20.080 0.687 0.97 1552.01 4306.0
6441 0.061 20.080 0.714 0.98 1552.16 4306.0
6442 0.062 20.080 0.697 0.97 1552.30 4306.0
6443 0.099 20.080 0.643 0.96 1552.43 4306.0
6444 0.082 20.080 0.646 0.97 1552.58 4306.0
6445 0.094 20.080 0.636 0.96 1552.71 4306.0
6446 0.109 20.080 0.648 0.96 1552.83 4306.0
6447 0.095 20.080 0.602 0.97 1552.90 4306.0
6449 0.077 20.080 0.719 0.97 1554.82 4306.0
6450 0.078 20.080 0.663 0.97 1554.95 4306.0
6451 0.094 20.080 0.680 0.97 1555.10 4306.0
6452 0.051 20.080 0.671 0.98 1555.22 4306.0
6453 0.080 20.080 0.696 0.97 1555.37 4306.0
6454 0.082 20.080 0.654 0.97 1555.52 4306.0
6455 0.072 20.080 0.661 0.97 1555.67 4306.0
6456 0.102 20.080 0.659 0.96 1555.80 4306.0
6457 0.088 20.080 0.665 0.97 1555.92 4306.0
6458 0.088 20.080 0.656 0.97 1556.07 4306.0
6459 0.084 20.080 0.649 0.97 1556.23 4306.0
6460 0.088 20.080 0.657 0.97 1556.36 4306.0
6461 0.108 20.080 0.627 0.96 1556.51 4306.0
6462 0.072 20.080 0.688 0.97 1556.66 4306.0
6464 0.100 20.080 0.690 0.96 1558.62 4306.0
6465 0.087 20.080 0.680 0.97 1558.76 4306.0
6466 0.083 20.080 0.651 0.96 1558.91 4306.0
6467 0.071 20.080 0.678 0.97 1559.06 4306.0
6468 0.078 20.080 0.682 0.97 1559.22 4306.0
6469 0.100 20.080 0.661 0.96 1559.36 4306.0
6470 0.096 20.080 0.666 0.96 1559.51 4306.0
6471 0.077 20.080 0.664 0.97 1559.66 4306.0
6472 0.063 20.080 0.664 0.98 1559.80 4306.0
6473 0.072 20.080 0.674 0.97 1559.94 4306.0
6474 0.069 20.080 0.727 0.97 1560.08 4306.0
6475 0.064 20.080 0.715 0.97 1560.22 4306.0
6476 0.111 20.080 0.695 0.96 1560.35 4306.0
6477 0.095 20.080 0.637 0.97 1560.44 4306.0
6479 0.071 20.080 0.656 0.97 1562.34 4306.0
6480 0.097 20.080 0.699 0.96 1562.48 4306.0
6481 0.069 20.080 0.660 0.97 1562.62 4306.0
6482 0.083 20.080 0.629 0.97 1562.76 4306.0
6483 0.095 20.080 0.727 0.96 1562.89 4306.0
6484 0.053 20.080 0.691 0.98 1563.02 4306.0
6485 0.080 20.080 0.662 0.97 1563.17 4306.0
6486 0.058 20.080 0.674 0.98 1563.30 4306.0
6487 0.091 20.080 0.697 0.97 1563.45 4306.0
6488 0.066 20.080 0.675 0.98 1563.59 4306.0
6489 0.121 20.080 0.670 0.95 1563.71 4306.0
6490 0.076 20.080 0.753 0.97 1563.84 4306.0
6491 0.082 20.080 0.638 0.97 1563.97 4306.0
6492 0.125 20.080 0.688 0.95 1564.10 4306.0
6493 0.099 20.080 0.604 0.96 1564.17 4306.0
6495 0.091 20.080 0.723 0.97 1566.11 4306.0
6496 0.080 20.080 0.669 0.97 1566.26 4306.0
6497 0.094 20.080 0.695 0.96 1566.40 4306.0
6498 0.081 20.080 0.662 0.97 1566.54 4306.0
6499 0.081 20.080 0.726 0.97 1566.67 4306.0
6500 0.062 20.080 0.659 0.98 1566.83 4306.0
6501 0.080 20.080 0.631 0.97 1566.96 4306.0
6502 0.061 20.080 0.670 0.98 1567.10 4306.0
6503 0.078 20.080 0.709 0.97 1567.23 4306.0
6504 0.073 20.080 0.641 0.97 1567.37 4306.0
6505 0.101 20.080 0.663 0.96 1567.50 4306.0
6506 0.072 20.080 0.712 0.97 1567.63 4306.0
6507 0.102 20.080 0.649 0.96 1567.77 4306.0
6508 0.091 20.080 0.662 0.97 1567.91 4306.0
6509 0.057 20.080 0.649 0.98 1567.98 4306.0
6511 0.088 20.080 0.648 0.97 1569.94 4306.0
6512 0.086 20.080 0.701 0.97 1570.10 4306.0
6513 0.066 20.080 0.643 0.97 1570.24 4306.0
6514 0.095 20.080 0.627 0.96 1570.38 4306.0
6515 0.065 20.080 0.681 0.98 1570.54 4306.0
6516 0.082 20.080 0.700 0.97 1570.68 4306.0
6517 0.068 20.080 0.751 0.97 1570.80 4306.0
6518 0.086 20.080 0.613 0.97 1570.94 4306.0
6519 0.098 20.080 0.685 0.96 1571.09 4306.0
6520 0.090 20.080 0.670 0.97 1571.23 4306.0
6521 0.070 20.080 0.663 0.97 1571.37 4306.0
6522 0.094 20.080 0.653 0.97 1571.51 4306.0
6523 0.081 20.080 0.696 0.97 1571.65 4306.0
6524 0.104 20.080 0.612 0.96 1571.76 4306.0
6526 0.092 20.080 0.721 0.97 1573.68 4306.0
6527 0.069 20.080 0.702 0.97 1573.82 4306.0
6528 0.088 20.080 0.677 0.97 1573.95 4306.0
6529 0.080 20.080 0.704 0.97 1574.08 4306.0
6530 0.066 20.080 0.673 0.98 1574.22 4306.0
6531 0.088 20.080 0.642 0.97 1574.36 4306.0
6532 0.067 20.080 0.662 0.98 1574.52 4306.0
6533 0.096 20.080 0.657 0.96 1574.66 4306.0
6534 0.077 20.080 0.671 0.97 1574.80 4306.0
6535 0.084 20.080 0.717 0.97 1574.95 4306.0
6536 0.104 20.080 0.647 0.96 1575.09 4306.0
6537 0.085 20.080 0.641 0.97 1575.24 4306.0
6538 0.069 20.080 0.646 0.97 1575.38 4306.0
6539 0.087 20.080 0.666 0.97 1575.49 4306.0
6541 0.079 20.080 0.631 0.97 1577.45 4306.0
6542 0.096 20.080 0.676 0.96 1577.59 4306.0
6543 0.121 20.080 0.696 0.95 1577.74 4306.0
6544 0.084 20.080 0.686 0.97 1577.87 4306.0
6545 0.064 20.080 0.669 0.98 1578.02 4306.0
6546 0.096 20.080 0.686 0.97 1578.14 4306.0
6547 0.078 20.080 0.684 0.97 1578.28 4306.0
6548 0.076 20.080 0.647 0.97 1578.42 4306.0
6549 0.078 20.080 0.648 0.97 1578.56 4306.0
6550 0.107 20.080 0.724 0.96 1578.70 4306.0
6551 0.088 20.080 0.668 0.97 1578.82 4306.0
6552 0.098 20.080 0.658 0.96 1578.96 4306.0
6553 0.060 20.080 0.695 0.98 1579.11 4306.0
6554 0.073 20.080 0.672 0.97 1579.25 4306.0
6556 0.096 20.080 0.632 0.96 1581.17 4306.0
6557 0.065 20.080 0.657 0.97 1581.32 4306.0
6558 0.060 20.080 0.709 0.98 1581.47 4306.0
6559 0.091 20.080 0.666 0.96 1581.63 4306.0
6560 0.103 20.080 0.636 0.96 1581.76 4306.0
6561 0.066 20.080 0.636 0.98 1581.88 4306.0
6562 0.079 20.080 0.631 0.97 1582.01 4306.0
6563 0.093 20.080 0.702 0.96 1582.14 4306.0
6564 0.071 20.080 0.645 0.97 1582.26 4306.0
6565 0.061 20.080 0.717 0.98 1582.40 4306.0
6566 0.105 20.080 0.640 0.96 1582.55 4306.0
6567 0.094 20.080 0.738 0.97 1582.67 4306.0
6568 0.076 20.080 0.700 0.97 1582.80 4306.0
6569 0.120 20.080 0.684 0.96 1582.94 4306.0
