Steps out_loss reg_loss point_loss train_accuracy time memory
23332 0.097 20.080 0.658 0.96 5830.94 4306.6
23334 0.096 20.080 0.645 0.97 5833.16 4306.6
23335 0.074 20.080 0.655 0.97 5833.29 4306.6
23336 0.094 20.080 0.629 0.97 5833.45 4306.6
23337 0.080 20.080 0.685 0.97 5833.57 4306.6
23338 0.075 20.080 0.674 0.97 5833.71 4306.6
23339 0.097 20.080 0.645 0.97 5833.83 4306.6
23340 0.063 20.080 0.678 0.98 5833.95 4306.6
23341 0.160 20.080 0.626 0.94 5834.09 4306.6
23342 0.084 20.080 0.688 0.97 5834.23 4306.6
23343 0.078 20.080 0.678 0.97 5834.37 4306.6
23344 0.073 20.080 0.682 0.97 5834.52 4306.6
23345 0.088 20.080 0.681 0.97 5834.65 4306.6
23346 0.061 20.080 0.704 0.98 5834.80 4306.6
23347 0.076 20.080 0.695 0.97 5834.95 4306.6
23349 0.113 20.080 0.637 0.96 5837.18 4306.6
23350 0.085 20.080 0.693 0.97 5837.30 4306.6
23351 0.072 20.080 0.647 0.97 5837.45 4306.6
23352 0.080 20.080 0.675 0.97 5837.60 4306.6
23353 0.104 20.080 0.699 0.96 5837.73 4306.6
23354 0.105 20.080 0.628 0.96 5837.88 4306.6
23355 0.080 20.080 0.653 0.97 5838.01 4306.6
23356 0.086 20.080 0.657 0.97 5838.15 4306.6
23357 0.076 20.080 0.653 0.97 5838.28 4306.6
23358 0.079 20.080 0.708 0.97 5838.43 4306.6
23359 0.069 20.080 0.682 0.98 5838.57 4306.6
23360 0.068 20.080 0.676 0.98 5838.70 4306.6
23361 0.098 20.080 0.698 0.96 5838.84 4306.6
23362 0.065 20.080 0.697 0.98 5839.00 4306.6
23363 0.059 20.080 0.654 0.98 5839.07 4306.6
23365 0.079 20.080 0.738 0.97 5841.31 4306.6
23366 0.095 20.080 0.681 0.97 5841.45 4306.6
23367 0.080 20.080 0.635 0.97 5841.58 4306.6
23368 0.083 20.080 0.667 0.97 5841.72 4306.6
23369 0.105 20.080 0.645 0.96 5841.84 4306.6
23370 0.059 20.080 0.683 0.98 5841.99 4306.6
23371 0.077 20.080 0.630 0.97 5842.14 4306.6
23372 0.073 20.080 0.718 0.97 5842.26 4306.6
23373 0.116 20.080 0.645 0.96 5842.40 4306.6
23374 0.079 20.080 0.650 0.97 5842.55 4306.6
23375 0.092 20.080 0.685 0.97 5842.69 4306.6
23376 0.078 20.080 0.668 0.97 5842.84 4306.6
23377 0.067 20.080 0.665 0.98 5842.98 4306.6
23378 0.084 20.080 0.663 0.97 5843.12 4306.6
23380 0.092 20.080 0.723 0.96 5845.31 4306.6
23381 0.075 20.080 0.699 0.97 5845.44 4306.6
23382 0.067 20.080 0.644 0.97 5845.57 4306.6
23383 0.090 20.080 0.665 0.97 5845.71 4306.6
23384 0.078 20.080 0.658 0.97 5845.86 4306.6
23385 0.060 20.080 0.730 0.98 5845.99 4306.6
23386 0.086 20.080 0.641 0.97 5846.12 4306.6
23387 0.103 20.080 0.685 0.96 5846.26 4306.6
23388 0.091 20.080 0.651 0.97 5846.40 4306.6
23389 0.104 20.080 0.620 0.96 5846.54 4306.6
23390 0.074 20.080 0.642 0.97 5846.68 4306.6
23391 0.063 20.080 0.771 0.98 5846.80 4306.6
23392 0.087 20.080 0.648 0.97 5846.95 4306.6
23393 0.055 20.080 0.659 0.98 5847.09 4306.6
23394 0.074 20.080 0.623 0.97 5847.18 4306.6
23396 0.068 20.080 0.634 0.97 5849.37 4306.6
23397 0.091 20.080 0.681 0.96 5849.52 4306.6
23398 0.089 20.080 0.664 0.97 5849.68 4306.6
23399 0.067 20.080 0.755 0.97 5849.81 4306.6
23400 0.076 20.080 0.696 0.97 5849.94 4306.6
23401 0.082 20.080 0.652 0.97 5850.09 4306.6
23402 0.080 20.080 0.695 0.97 5850.21 4306.6
23403 0.085 20.080 0.609 0.97 5850.34 4306.6
23404 0.074 20.080 0.676 0.97 5850.48 4306.6
23405 0.068 20.080 0.716 0.97 5850.62 4306.6
23406 0.086 20.080 0.672 0.97 5850.76 4306.6
23407 0.116 20.080 0.694 0.95 5850.88 4306.6
23408 0.104 20.080 0.669 0.96 5851.00 4306.6
23409 0.088 20.080 0.682 0.96 5851.16 4306.6
23410 0.117 20.080 0.617 0.96 5851.23 4306.6
23412 0.100 20.080 0.643 0.96 5853.47 4306.6
23413 0.086 20.080 0.678 0.97 5853.62 4306.6
23414 0.101 20.080 0.758 0.96 5853.75 4306.6
23415 0.090 20.080 0.660 0.97 5853.89 4306.6
23416 0.077 20.080 0.635 0.97 5854.01 4306.6
23417 0.074 20.080 0.693 0.97 5854.15 4306.6
23418 0.064 20.080 0.672 0.98 5854.28 4306.6
23419 0.074 20.080 0.679 0.97 5854.41 4306.6
23420 0.066 20.080 0.691 0.98 5854.54 4306.6
23421 0.100 20.080 0.658 0.96 5854.70 4306.6
23422 0.066 20.080 0.733 0.97 5854.83 4306.6
23423 0.094 20.080 0.632 0.96 5854.99 4306.6
23424 0.081 20.080 0.662 0.97 5855.14 4306.6
23425 0.076 20.080 0.659 0.97 5855.28 4306.6
23426 0.098 20.080 0.623 0.97 5855.36 4306.6
23428 0.064 20.080 0.687 0.98 5857.58 4306.6
23429 0.083 20.080 0.647 0.97 5857.73 4306.6
23430 0.069 20.080 0.670 0.97 5857.89 4306.6
23431 0.095 20.080 0.630 0.96 5858.01 4306.6
23432 0.121 20.080 0.670 0.96 5858.16 4306.6
23433 0.078 20.080 0.657 0.97 5858.31 4306.6
23434 0.066 20.080 0.704 0.97 5858.44 4306.6
23435 0.061 20.080 0.704 0.98 5858.58 4306.6
23436 0.076 20.080 0.698 0.97 5858.71 4306.6
23437 0.067 20.080 0.662 0.97 5858.84 4306.6
23438 0.077 20.080 0.658 0.97 5858.96 4306.6
23439 0.103 20.080 0.688 0.96 5859.11 4306.6
23440 0.064 20.080 0.686 0.98 5859.23 4306.6
23441 0.087 20.080 0.622 0.97 5859.38 4306.6
23442 0.088 20.080 0.687 0.97 5859.46 4306.6
23444 0.074 20.080 0.673 0.97 5861.71 4306.6
23445 0.065 20.080 0.654 0.98 5861.86 4306.6
23446 0.084 20.080 0.653 0.97 5862.02 4306.6
23447 0.072 20.080 0.652 0.97 5862.16 4306.6
23448 0.066 20.080 0.679 0.98 5862.31 4306.6
23449 0.105 20.080 0.680 0.96 5862.46 4306.6
23450 0.092 20.080 0.733 0.97 5862.60 4306.6
23451 0.080 20.080 0.663 0.97 5862.73 4306.6
23452 0.080 20.080 0.693 0.97 5862.87 4306.6
23453 0.092 20.080 0.688 0.96 5863.00 4306.6
23454 0.097 20.080 0.670 0.96 5863.14 4306.6
23455 0.088 20.080 0.677 0.97 5863.28 4306.6
23456 0.101 20.080 0.750 0.96 5863.41 4306.6
23457 0.091 20.080 0.612 0.97 5863.52 4306.6
23459 0.097 20.080 0.685 0.96 5865.74 4306.6
23460 0.060 20.080 0.670 0.98 5865.87 4306.6
23461 0.075 20.080 0.668 0.97 5866.02 4306.6
23462 0.083 20.080 0.660 0.97 5866.18 4306.6
23463 0.089 20.080 0.672 0.97 5866.30 4306.6
23464 0.069 20.080 0.645 0.97 5866.45 4306.6
23465 0.074 20.080 0.651 0.97 5866.59 4306.6
23466 0.101 20.080 0.690 0.96 5866.72 4306.6
23467 0.095 20.080 0.687 0.96 5866.83 4306.6
23468 0.080 20.080 0.640 0.97 5866.97 4306.6
23469 0.066 20.080 0.685 0.97 5867.09 4306.6
23470 0.077 20.080 0.663 0.97 5867.23 4306.6
23471 0.077 20.080 0.697 0.97 5867.37 4306.6
23472 0.099 20.080 0.644 0.96 5867.49 4306.6
23473 0.112 20.080 0.703 0.96 5867.59 4306.6
23475 0.075 20.080 0.658 0.97 5869.82 4306.6
23476 0.106 20.080 0.712 0.96 5869.97 4306.6
23477 0.084 20.080 0.627 0.97 5870.13 4306.6
23478 0.077 20.080 0.672 0.97 5870.28 4306.6
23479 0.072 20.080 0.682 0.97 5870.43 4306.6
23480 0.086 20.080 0.663 0.97 5870.57 4306.6
23481 0.083 20.080 0.642 0.97 5870.72 4306.6
23482 0.065 20.080 0.700 0.97 5870.85 4306.6
23483 0.075 20.080 0.658 0.97 5871.00 4306.6
23484 0.086 20.080 0.719 0.97 5871.15 4306.6
23485 0.056 20.080 0.668 0.98 5871.29 4306.6
23486 0.072 20.080 0.620 0.97 5871.42 4306.6
23487 0.106 20.080 0.657 0.96 5871.56 4306.6
23488 0.055 20.080 0.725 0.98 5871.63 4306.6
23490 0.073 20.080 0.693 0.97 5873.88 4306.6
23491 0.087 20.080 0.660 0.97 5874.04 4306.6
23492 0.102 20.080 0.622 0.96 5874.19 4306.6
23493 0.125 20.080 0.702 0.95 5874.33 4306.6
23494 0.080 20.080 0.668 0.97 5874.45 4306.6
23495 0.111 20.080 0.631 0.96 5874.58 4306.6
23496 0.073 20.080 0.702 0.97 5874.72 4306.6
23497 0.062 20.080 0.650 0.98 5874.88 4306.6
23498 0.060 20.080 0.699 0.98 5875.01 4306.6
23499 0.064 20.080 0.644 0.98 5875.16 4306.6
23500 0.103 20.080 0.679 0.96 5875.30 4306.6
23501 0.075 20.080 0.703 0.97 5875.43 4306.6
23502 0.073 20.080 0.666 0.97 5875.59 4306.6
23503 0.081 20.080 0.701 0.97 5875.72 4306.6
23505 0.091 20.080 0.673 0.96 5877.98 4306.6
23506 0.089 20.080 0.642 0.97 5878.11 4306.6
23507 0.077 20.080 0.644 0.97 5878.27 4306.6
23508 0.085 20.080 0.647 0.97 5878.38 4306.6
23509 0.083 20.080 0.691 0.97 5878.51 4306.6
23510 0.095 20.080 0.706 0.96 5878.65 4306.6
23511 0.052 20.080 0.698 0.98 5878.77 4306.6
23512 0.097 20.080 0.661 0.97 5878.91 4306.6
23513 0.059 20.080 0.669 0.98 5879.06 4306.6
23514 0.086 20.080 0.647 0.97 5879.21 4306.6
23515 0.103 20.080 0.638 0.96 5879.35 4306.6
23516 0.076 20.080 0.701 0.97 5879.49 4306.6
23517 0.060 20.080 0.666 0.98 5879.65 4306.6
23518 0.078 20.080 0.680 0.97 5879.79 4306.6
23519 0.152 20.080 0.908 0.96 5879.85 4306.6
23521 0.071 20.080 0.684 0.97 5882.08 4306.6
23522 0.067 20.080 0.670 0.98 5882.23 4306.6
23523 0.085 20.080 0.648 0.97 5882.38 4306.6
23524 0.100 20.080 0.737 0.96 5882.50 4306.6
23525 0.066 20.080 0.675 0.97 5882.64 4306.6
23526 0.095 20.080 0.717 0.97 5882.78 4306.6
23527 0.090 20.080 0.648 0.97 5882.91 4306.6
23528 0.098 20.080 0.671 0.96 5883.05 4306.6
23529 0.078 20.080 0.662 0.97 5883.18 4306.6
23530 0.076 20.080 0.652 0.97 5883.32 4306.6
23531 0.062 20.080 0.693 0.98 5883.45 4306.6
23532 0.069 20.080 0.663 0.97 5883.59 4306.6
23533 0.106 20.080 0.633 0.97 5883.72 4306.6
23534 0.093 20.080 0.644 0.97 5883.87 4306.6
23535 0.109 20.080 0.873 0.95 5883.94 4306.6
23537 0.074 20.080 0.674 0.98 5886.18 4306.6
23538 0.085 20.080 0.663 0.97 5886.34 4306.6
23539 0.050 20.080 0.642 0.98 5886.49 4306.6
23540 0.079 20.080 0.724 0.97 5886.61 4306.6
23541 0.073 20.080 0.688 0.97 5886.76 4306.6
23542 0.068 20.080 0.703 0.97 5886.88 4306.6
23543 0.090 20.080 0.664 0.97 5887.02 4306.6
23544 0.086 20.080 0.663 0.97 5887.15 4306.6
23545 0.090 20.080 0.627 0.97 5887.29 4306.6
23546 0.068 20.080 0.686 0.98 5887.40 4306.6
23547 0.100 20.080 0.644 0.97 5887.54 4306.6
23548 0.095 20.080 0.631 0.97 5887.67 4306.6
23549 0.107 20.080 0.675 0.96 5887.80 4306.6
23550 0.065 20.080 0.650 0.98 5887.92 4306.6
23551 0.107 20.080 0.683 0.96 5888.03 4306.6
23553 0.080 20.080 0.656 0.97 5890.30 4306.6
23554 0.097 20.080 0.696 0.96 5890.43 4306.6
23555 0.070 20.080 0.684 0.97 5890.58 4306.6
23556 0.066 20.080 0.651 0.98 5890.71 4306.6
23557 0.084 20.080 0.690 0.97 5890.85 4306.6
23558 0.077 20.080 0.659 0.97 5890.99 4306.6
23559 0.087 20.080 0.709 0.97 5891.11 4306.6
23560 0.062 20.080 0.653 0.98 5891.25 4306.6
23561 0.092 20.080 0.678 0.97 5891.38 4306.6
23562 0.088 20.080 0.689 0.97 5891.53 4306.6
23563 0.072 20.080 0.692 0.97 5891.67 4306.6
23564 0.086 20.080 0.659 0.97 5891.81 4306.6
23565 0.090 20.080 0.714 0.96 5891.95 4306.6
23566 0.125 20.080 0.657 0.96 5892.09 4306.6
23568 0.094 20.080 0.644 0.97 5894.31 4306.6
23569 0.076 20.080 0.648 0.97 5894.47 4306.6
23570 0.063 20.080 0.689 0.98 5894.61 4306.6
23571 0.079 20.080 0.693 0.97 5894.75 4306.6
23572 0.067 20.080 0.755 0.98 5894.88 4306.6
23573 0.127 20.080 0.643 0.96 5895.02 4306.6
23574 0.088 20.080 0.700 0.96 5895.15 4306.6
23575 0.123 20.080 0.706 0.95 5895.28 4306.6
23576 0.071 20.080 0.630 0.97 5895.41 4306.6
23577 0.085 20.080 0.655 0.97 5895.57 4306.6
23578 0.051 20.080 0.718 0.98 5895.70 4306.6
23579 0.090 20.080 0.665 0.97 5895.84 4306.6
23580 0.095 20.080 0.709 0.96 5895.96 4306.6
23581 0.084 20.080 0.633 0.97 5896.11 4306.6
23582 0.103 20.080 0.647 0.96 5896.19 4306.6
23584 0.068 20.080 0.692 0.97 5898.41 4306.6
23585 0.057 20.080 0.672 0.98 5898.55 4306.6
23586 0.087 20.080 0.657 0.97 5898.70 4306.6
23587 0.091 20.080 0.660 0.96 5898.85 4306.6
23588 0.077 20.080 0.729 0.97 5898.96 4306.6
23589 0.110 20.080 0.651 0.96 5899.11 4306.6
23590 0.120 20.080 0.663 0.96 5899.25 4306.6
23591 0.071 20.080 0.694 0.97 5899.39 4306.6
23592 0.074 20.080 0.696 0.97 5899.53 4306.6
23593 0.082 20.080 0.653 0.97 5899.68 4306.6
23594 0.084 20.080 0.664 0.97 5899.82 4306.6
23595 0.058 20.080 0.718 0.98 5899.94 4306.6
23596 0.098 20.080 0.621 0.96 5900.08 4306.6
23597 0.085 20.080 0.666 0.97 5900.23 4306.6
23599 0.111 20.080 0.685 0.96 5902.46 4306.6
23600 0.074 20.080 0.669 0.97 5902.61 4306.6
23601 0.073 20.080 0.756 0.97 5902.75 4306.6
23602 0.064 20.080 0.656 0.98 5902.91 4306.6
23603 0.075 20.080 0.712 0.97 5903.05 4306.6
23604 0.093 20.080 0.627 0.97 5903.18 4306.6
23605 0.097 20.080 0.644 0.96 5903.31 4306.6
23606 0.070 20.080 0.668 0.97 5903.46 4306.6
23607 0.086 20.080 0.664 0.97 5903.60 4306.6
23608 0.105 20.080 0.660 0.96 5903.73 4306.6
23609 0.084 20.080 0.630 0.97 5903.87 4306.6
23610 0.073 20.080 0.708 0.97 5904.00 4306.6
23611 0.059 20.080 0.679 0.98 5904.15 4306.6
23612 0.079 20.080 0.654 0.97 5904.30 4306.6
23614 0.109 20.080 0.617 0.96 5906.54 4306.6
23615 0.083 20.080 0.679 0.97 5906.67 4306.6
23616 0.111 20.080 0.677 0.96 5906.82 4306.6
23617 0.075 20.080 0.639 0.97 5906.96 4306.6
23618 0.088 20.080 0.716 0.97 5907.08 4306.6
23619 0.062 20.080 0.651 0.98 5907.21 4306.6
23620 0.097 20.080 0.679 0.96 5907.35 4306.6
23621 0.078 20.080 0.661 0.97 5907.47 4306.6
23622 0.069 20.080 0.656 0.97 5907.61 4306.6
23623 0.083 20.080 0.662 0.97 5907.76 4306.6
23624 0.065 20.080 0.744 0.98 5907.89 4306.6
23625 0.073 20.080 0.659 0.98 5908.04 4306.6
23626 0.057 20.080 0.689 0.98 5908.16 4306.6
23627 0.075 20.080 0.678 0.97 5908.29 4306.6
23628 0.100 20.080 0.715 0.96 5908.39 4306.6
23630 0.069 20.080 0.682 0.97 5910.62 4306.6
23631 0.087 20.080 0.693 0.97 5910.75 4306.6
23632 0.071 20.080 0.683 0.97 5910.88 4306.6
23633 0.076 20.080 0.661 0.97 5911.01 4306.6
23634 0.074 20.080 0.648 0.97 5911.13 4306.6
23635 0.096 20.080 0.698 0.96 5911.27 4306.6
23636 0.067 20.080 0.737 0.97 5911.40 4306.6
23637 0.102 20.080 0.712 0.96 5911.54 4306.6
23638 0.100 20.080 0.636 0.96 5911.70 4306.6
23639 0.078 20.080 0.642 0.97 5911.83 4306.6
23640 0.065 20.080 0.656 0.98 5911.96 4306.6
23641 0.075 20.080 0.668 0.97 5912.08 4306.6
23642 0.086 20.080 0.610 0.97 5912.21 4306.6
23643 0.066 20.080 0.657 0.98 5912.34 4306.6
23644 0.100 20.080 0.667 0.97 5912.47 4306.6
23646 0.072 20.080 0.688 0.97 5914.70 4306.6
23647 0.075 20.080 0.692 0.97 5914.85 4306.6
23648 0.091 20.080 0.653 0.97 5915.00 4306.6
23649 0.081 20.080 0.638 0.97 5915.13 4306.6
23650 0.079 20.080 0.647 0.97 5915.26 4306.6
23651 0.095 20.080 0.691 0.96 5915.39 4306.6
23652 0.070 20.080 0.666 0.97 5915.54 4306.6
23653 0.054 20.080 0.672 0.98 5915.69 4306.6
23654 0.075 20.080 0.667 0.97 5915.81 4306.6
23655 0.084 20.080 0.729 0.96 5915.96 4306.6
23656 0.091 20.080 0.669 0.97 5916.09 4306.6
23657 0.103 20.080 0.661 0.96 5916.21 4306.6
23658 0.095 20.080 0.721 0.96 5916.37 4306.6
23659 0.097 20.080 0.650 0.97 5916.51 4306.6
23661 0.074 20.080 0.715 0.97 5918.70 4306.6
23662 0.072 20.080 0.647 0.97 5918.82 4306.6
23663 0.114 20.080 0.651 0.96 5918.97 4306.6
23664 0.079 20.080 0.694 0.97 5919.09 4306.6
23665 0.111 20.080 0.645 0.96 5919.22 4306.6
23666 0.075 20.080 0.667 0.97 5919.35 4306.6
23667 0.105 20.080 0.656 0.96 5919.51 4306.6
23668 0.067 20.080 0.682 0.97 5919.66 4306.6
23669 0.076 20.080 0.673 0.97 5919.80 4306.6
23670 0.065 20.080 0.665 0.97 5919.95 4306.6
23671 0.063 20.080 0.665 0.98 5920.09 4306.6
23672 0.053 20.080 0.676 0.98 5920.20 4306.6
23673 0.105 20.080 0.624 0.96 5920.34 4306.6
23674 0.082 20.080 0.667 0.97 5920.49 4306.6
23675 0.185 20.080 0.638 0.93 5920.57 4306.6
23677 0.079 20.080 0.695 0.97 5922.83 4306.6
23678 0.079 20.080 0.660 0.97 5922.98 4306.6
23679 0.094 20.080 0.677 0.97 5923.12 4306.6
23680 0.079 20.080 0.666 0.97 5923.27 4306.6
23681 0.077 20.080 0.676 0.97 5923.41 4306.6
23682 0.106 20.080 0.648 0.96 5923.56 4306.6
23683 0.118 20.080 0.688 0.96 5923.69 4306.6
23684 0.073 20.080 0.697 0.97 5923.83 4306.6
23685 0.068 20.080 0.656 0.98 5923.98 4306.6
23686 0.068 20.080 0.654 0.98 5924.13 4306.6
23687 0.069 20.080 0.697 0.98 5924.25 4306.6
23688 0.100 20.080 0.656 0.96 5924.40 4306.6
23689 0.072 20.080 0.651 0.97 5924.54 4306.6
23690 0.074 20.080 0.661 0.97 5924.63 4306.6
23692 0.109 20.080 0.636 0.96 5926.89 4306.6
23693 0.077 20.080 0.685 0.97 5927.05 4306.6
23694 0.066 20.080 0.714 0.97 5927.19 4306.6
23695 0.061 20.080 0.708 0.98 5927.33 4306.6
23696 0.078 20.080 0.695 0.97 5927.48 4306.6
23697 0.070 20.080 0.723 0.97 5927.62 4306.6
23698 0.089 20.080 0.685 0.96 5927.74 4306.6
23699 0.063 20.080 0.642 0.98 5927.86 4306.6
23700 0.094 20.080 0.646 0.96 5927.98 4306.6
23701 0.086 20.080 0.624 0.97 5928.12 4306.6
23702 0.096 20.080 0.648 0.97 5928.27 4306.6
23703 0.090 20.080 0.639 0.97 5928.40 4306.6
23704 0.080 20.080 0.653 0.97 5928.53 4306.6
23705 0.102 20.080 0.675 0.96 5928.68 4306.6
23706 0.152 20.080 0.938 0.94 5928.76 4306.6
23708 0.097 20.080 0.666 0.96 5931.00 4306.6
23709 0.077 20.080 0.668 0.97 5931.15 4306.6
23710 0.093 20.080 0.696 0.96 5931.29 4306.6
23711 0.075 20.080 0.633 0.97 5931.44 4306.6
23712 0.089 20.080 0.674 0.97 5931.56 4306.6
23713 0.074 20.080 0.704 0.97 5931.70 4306.6
23714 0.062 20.080 0.708 0.98 5931.83 4306.6
23715 0.082 20.080 0.677 0.97 5931.97 4306.6
23716 0.071 20.080 0.679 0.97 5932.10 4306.6
23717 0.073 20.080 0.651 0.97 5932.23 4306.6
23718 0.082 20.080 0.654 0.97 5932.36 4306.6
23719 0.087 20.080 0.644 0.97 5932.49 4306.6
23720 0.076 20.080 0.656 0.98 5932.64 4306.6
23721 0.083 20.080 0.659 0.97 5932.78 4306.6
23722 0.094 20.080 0.751 0.96 5932.84 4306.6
23724 0.079 20.080 0.686 0.97 5935.05 4306.6
23725 0.084 20.080 0.682 0.97 5935.20 4306.6
23726 0.071 20.080 0.664 0.97 5935.35 4306.6
23727 0.092 20.080 0.662 0.96 5935.51 4306.6
23728 0.074 20.080 0.662 0.97 5935.67 4306.6
23729 0.121 20.080 0.693 0.95 5935.79 4306.6
23730 0.098 20.080 0.642 0.97 5935.91 4306.6
23731 0.094 20.080 0.682 0.96 5936.06 4306.6
23732 0.102 20.080 0.738 0.96 5936.18 4306.6
23733 0.072 20.080 0.661 0.97 5936.33 4306.6
23734 0.095 20.080 0.645 0.97 5936.47 4306.6
23735 0.084 20.080 0.669 0.97 5936.61 4306.6
23736 0.081 20.080 0.704 0.97 5936.75 4306.6
23737 0.092 20.080 0.647 0.96 5936.89 4306.6
23738 0.072 20.080 0.678 0.97 5936.96 4306.6
23740 0.062 20.080 0.676 0.98 5939.19 4306.6
23741 0.078 20.080 0.665 0.97 5939.33 4306.6
23742 0.069 20.080 0.644 0.97 5939.48 4306.6
23743 0.083 20.080 0.706 0.97 5939.61 4306.6
23744 0.118 20.080 0.676 0.95 5939.74 4306.6
23745 0.107 20.080 0.664 0.96 5939.90 4306.6
23746 0.070 20.080 0.673 0.98 5940.02 4306.6
23747 0.121 20.080 0.631 0.96 5940.16 4306.6
23748 0.071 20.080 0.687 0.97 5940.31 4306.6
23749 0.084 20.080 0.701 0.97 5940.44 4306.6
23750 0.068 20.080 0.666 0.97 5940.59 4306.6
23751 0.057 20.080 0.664 0.98 5940.73 4306.6
23752 0.085 20.080 0.648 0.97 5940.89 4306.6
23753 0.074 20.080 0.731 0.97 5941.01 4306.6
23755 0.083 20.080 0.666 0.97 5943.25 4306.6
23756 0.069 20.080 0.678 0.97 5943.39 4306.6
23757 0.063 20.080 0.666 0.98 5943.53 4306.6
23758 0.099 20.080 0.691 0.96 5943.68 4306.6
23759 0.060 20.080 0.671 0.98 5943.81 4306.6
23760 0.063 20.080 0.685 0.98 5943.95 4306.6
23761 0.089 20.080 0.661 0.97 5944.10 4306.6
23762 0.070 20.080 0.679 0.97 5944.25 4306.6
23763 0.072 20.080 0.669 0.98 5944.39 4306.6
23764 0.105 20.080 0.712 0.96 5944.53 4306.6
23765 0.102 20.080 0.666 0.97 5944.68 4306.6
23766 0.096 20.080 0.640 0.96 5944.81 4306.6
23767 0.097 20.080 0.651 0.96 5944.96 4306.6
23768 0.083 20.080 0.661 0.97 5945.07 4306.6
23770 0.084 20.080 0.654 0.97 5947.29 4306.6
23771 0.075 20.080 0.699 0.97 5947.44 4306.6
23772 0.087 20.080 0.679 0.97 5947.59 4306.6
23773 0.098 20.080 0.681 0.96 5947.74 4306.6
23774 0.069 20.080 0.671 0.97 5947.88 4306.6
23775 0.071 20.080 0.700 0.97 5948.02 4306.6
23776 0.084 20.080 0.653 0.97 5948.14 4306.6
23777 0.097 20.080 0.668 0.96 5948.28 4306.6
23778 0.095 20.080 0.668 0.96 5948.40 4306.6
23779 0.080 20.080 0.655 0.97 5948.54 4306.6
23780 0.076 20.080 0.666 0.97 5948.68 4306.6
23781 0.093 20.080 0.650 0.97 5948.83 4306.6
23782 0.079 20.080 0.669 0.97 5948.96 4306.6
23783 0.091 20.080 0.695 0.97 5949.09 4306.6
23785 0.081 20.080 0.659 0.97 5951.33 4306.6
23786 0.080 20.080 0.663 0.97 5951.48 4306.6
23787 0.101 20.080 0.693 0.96 5951.64 4306.6
23788 0.082 20.080 0.671 0.97 5951.81 4306.6
23789 0.084 20.080 0.694 0.96 5951.95 4306.6
23790 0.072 20.080 0.670 0.97 5952.09 4306.6
23791 0.102 20.080 0.649 0.96 5952.24 4306.6
23792 0.072 20.080 0.675 0.97 5952.39 4306.6
23793 0.075 20.080 0.693 0.97 5952.54 4306.6
23794 0.073 20.080 0.725 0.97 5952.68 4306.6
23795 0.080 20.080 0.648 0.97 5952.83 4306.6
23796 0.067 20.080 0.666 0.98 5952.97 4306.6
23797 0.117 20.080 0.619 0.95 5953.10 4306.6
23798 0.069 20.080 0.711 0.98 5953.17 4306.6
23800 0.097 20.080 0.640 0.96 5955.43 4306.6
23801 0.117 20.080 0.612 0.96 5955.57 4306.6
23802 0.072 20.080 0.669 0.97 5955.71 4306.6
23803 0.097 20.080 0.701 0.97 5955.84 4306.6
23804 0.082 20.080 0.665 0.97 5955.97 4306.6
23805 0.066 20.080 0.685 0.97 5956.11 4306.6
23806 0.069 20.080 0.651 0.97 5956.25 4306.6
23807 0.081 20.080 0.672 0.97 5956.40 4306.6
23808 0.071 20.080 0.713 0.97 5956.54 4306.6
23809 0.071 20.080 0.643 0.97 5956.69 4306.6
23810 0.088 20.080 0.651 0.97 5956.82 4306.6
23811 0.068 20.080 0.666 0.97 5956.97 4306.6
23812 0.106 20.080 0.676 0.96 5957.11 4306.6
23813 0.072 20.080 0.736 0.97 5957.23 4306.6
23815 0.076 20.080 0.659 0.97 5959.43 4306.6
23816 0.065 20.080 0.676 0.98 5959.55 4306.6
23817 0.095 20.080 0.641 0.97 5959.69 4306.6
23818 0.068 20.080 0.667 0.97 5959.83 4306.6
23819 0.059 20.080 0.698 0.98 5959.97 4306.6
23820 0.090 20.080 0.667 0.97 5960.11 4306.6
23821 0.058 20.080 0.697 0.98 5960.24 4306.6
23822 0.087 20.080 0.676 0.97 5960.38 4306.6
23823 0.085 20.080 0.649 0.97 5960.52 4306.6
23824 0.075 20.080 0.653 0.97 5960.68 4306.6
23825 0.085 20.080 0.658 0.97 5960.82 4306.6
23826 0.069 20.080 0.692 0.97 5960.96 4306.6
23827 0.103 20.080 0.649 0.96 5961.10 4306.6
23828 0.099 20.080 0.692 0.97 5961.26 4306.6
23830 0.079 20.080 0.716 0.97 5963.49 4306.6
23831 0.106 20.080 0.650 0.96 5963.64 4306.6
23832 0.069 20.080 0.665 0.97 5963.78 4306.6
23833 0.069 20.080 0.658 0.97 5963.93 4306.6
23834 0.056 20.080 0.688 0.98 5964.06 4306.6
23835 0.060 20.080 0.677 0.98 5964.19 4306.6
23836 0.070 20.080 0.666 0.97 5964.33 4306.6
23837 0.081 20.080 0.649 0.97 5964.48 4306.6
23838 0.105 20.080 0.726 0.96 5964.60 4306.6
23839 0.113 20.080 0.620 0.96 5964.74 4306.6
23840 0.122 20.080 0.688 0.95 5964.86 4306.6
23841 0.069 20.080 0.638 0.98 5964.99 4306.6
23842 0.076 20.080 0.664 0.97 5965.12 4306.6
23843 0.083 20.080 0.690 0.97 5965.26 4306.6
23844 0.105 20.080 0.643 0.96 5965.33 4306.6
23846 0.099 20.080 0.643 0.96 5967.57 4306.6
